City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
57,Batagay-Alyta,RU,67.8006,130.4114,-19.48,95,58,5.14,broken clouds
58,Constitucion,CL,-35.3333,-72.4167,66.15,73,51,10.6,broken clouds
59,Apiai,BR,-24.5094,-48.8425,60.55,100,100,1.66,overcast clouds
60,Avarua,CK,-21.2078,-159.775,80.65,83,40,10.36,scattered clouds
61,Xai-Xai,MZ,-25.0519,33.6442,76.05,85,100,5.77,overcast clouds
62,Carballo,ES,43.213,-8.691,54.82,85,99,2.53,overcast clouds
63,Dutse,NG,11.7594,9.3392,67.68,12,94,9.35,overcast clouds
64,Esperance,AU,-33.8667,121.9,64.24,76,0,14.9,clear sky
65,Saint-Louis,SN,16.3333,-15.0,89.24,14,100,10.6,overcast clouds
66,Port Alfred,ZA,-33.5906,26.891,70.41,77,41,13.38,scattered clouds
67,Iqaluit,CA,63.7506,-68.5145,-7.87,59,100,4.61,light snow
68,Wilmington,US,34.2257,-77.9447,41.95,51,20,21.85,few clouds
69,Port Lincoln,AU,-34.7333,135.8667,64.26,88,32,14.38,scattered clouds
70,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,98.53,14,0,7.18,clear sky
71,Kyshtovka,RU,56.555,76.6271,-1.77,95,100,6.04,overcast clouds
72,Benguela,AO,-12.5763,13.4055,78.08,82,100,6.76,overcast clouds
73,Punta Arenas,CL,-53.15,-70.9167,55.51,44,75,19.57,broken clouds
74,Comodoro Rivadavia,AR,-45.8667,-67.5,91.26,7,0,20.71,clear sky
75,Penzance,GB,50.1186,-5.5371,52.48,87,100,14.92,overcast clouds
76,Awbari,LY,26.5921,12.7805,50.14,32,5,4.47,clear sky
77,Clyde River,CA,70.4692,-68.5914,-7.37,64,100,14.97,snow
78,Bolobo,CD,-2.1667,16.2333,78.94,45,100,3.04,overcast clouds
79,Nanyang,CN,32.9947,112.5328,30.27,89,8,2.51,clear sky
80,Thompson,CA,55.7435,-97.8558,-0.24,71,40,6.91,scattered clouds
81,Alofi,NU,-19.0595,-169.9187,80.49,89,88,5.75,overcast clouds
82,Kodiak,US,57.79,-152.4072,31.51,64,75,19.57,broken clouds
83,Carahue,CL,-38.7,-73.1667,73.6,47,0,11.07,clear sky
84,Mazyr,BY,52.0495,29.2456,21.43,94,98,10.25,overcast clouds
85,Kapaa,US,22.0752,-159.319,77.32,79,100,1.01,overcast clouds
86,Pevek,RU,69.7008,170.3133,-16.67,99,93,2.82,overcast clouds
87,Udachnyy,RU,66.4167,112.4,-23.48,100,36,3.18,scattered clouds
88,La Ronge,CA,55.1001,-105.2842,8.85,66,100,2.3,overcast clouds
89,Songjianghe,CN,42.1859,127.479,-1.73,94,5,4.88,clear sky
90,Maniitsoq,GL,65.4167,-52.9,9.46,76,100,30.29,light snow
91,Ponta Do Sol,PT,32.6667,-17.1,65.03,67,20,4.81,few clouds
92,Guane,CU,22.2025,-84.0875,69.42,53,78,15.61,broken clouds
93,Omboue,GA,-1.5746,9.2618,78.67,85,97,5.93,overcast clouds
94,Sjenica,RS,43.2731,19.9994,9.97,93,59,2.71,broken clouds
95,Troitsko-Pechorsk,RU,62.7084,56.1964,9.39,97,100,6.04,overcast clouds
96,Port Said,EG,31.2565,32.2841,57.06,62,81,3.27,broken clouds
97,Coihaique,CL,-45.5752,-72.0662,68.61,42,40,10.36,scattered clouds
98,Sapouy,BF,11.5544,-1.7736,76.41,15,4,7.2,clear sky
99,Hualmay,PE,-11.0964,-77.6139,74.75,72,71,11.54,broken clouds
100,Vila Franca Do Campo,PT,37.7167,-25.4333,61.2,75,52,8.68,broken clouds
101,Pisco,PE,-13.7,-76.2167,75.25,60,0,11.5,clear sky
102,Pavlivka,UA,49.4414,28.4596,18.9,95,61,7.18,broken clouds
103,Sao Joao Da Barra,BR,-21.6403,-41.0511,86.09,87,42,13.4,scattered clouds
104,Piazza Armerina,IT,37.3859,14.3672,43.93,60,1,9.86,clear sky
105,Saldanha,ZA,-33.0117,17.9442,69.85,85,0,18.48,clear sky
106,Grindavik,IS,63.8424,-22.4338,36.07,75,75,19.57,broken clouds
107,Berlevag,NO,70.8578,29.0864,21.2,80,95,8.28,overcast clouds
108,Ugoofaaru,MV,5.6667,73.0,82.11,73,67,15.61,broken clouds
109,Zabaykalsk,RU,49.6333,117.3167,-13.07,97,22,5.26,few clouds
110,Hilo,US,19.7297,-155.09,74.8,67,20,6.91,few clouds
111,East London,ZA,-33.0153,27.9116,72.39,78,100,12.97,overcast clouds
112,Bathsheba,BB,13.2167,-59.5167,81.21,81,40,18.41,scattered clouds
113,Lata,PT,40.1629,-8.3327,57.61,51,0,5.06,clear sky
114,Balaipungut,ID,1.05,101.2833,72.79,95,70,1.25,broken clouds
115,Port Elizabeth,ZA,-33.918,25.5701,69.1,77,75,11.5,broken clouds
116,Severo-Kurilsk,RU,50.6789,156.125,23.43,75,86,19.39,overcast clouds
117,Sosva,RU,59.1766,61.8558,-1.75,99,100,2.64,overcast clouds
118,Verkhnyaya Inta,RU,65.9811,60.3094,8.11,86,100,6.38,overcast clouds
119,Ariquemes,BR,-9.9133,-63.0408,74.46,98,100,4.74,overcast clouds
120,Beringovskiy,RU,63.05,179.3167,-10.68,100,99,4.72,overcast clouds
121,El Fuerte,MX,26.4189,-108.6194,82.06,19,0,2.91,clear sky
122,Ribeira Grande,PT,38.5167,-28.7,61.2,63,20,6.91,few clouds
123,Corrente,BR,-3.7367,-43.3394,78.15,74,100,1.92,moderate rain
124,Bilibino,RU,68.0546,166.4372,-4.83,87,100,3.27,overcast clouds
125,Soyo,AO,-6.1349,12.3689,79.83,85,100,7.7,overcast clouds
126,Ilulissat,GL,69.2167,-51.1,14.02,52,75,18.41,broken clouds
127,Lexington-Fayette,US,38.0498,-84.4585,24.64,56,0,1.01,clear sky
128,Tupik,RU,54.4253,119.9327,-16.71,97,17,2.59,few clouds
129,Sao Sebastiao,BR,-23.76,-45.4097,74.21,96,100,4.14,overcast clouds
130,Sao Filipe,CV,14.8961,-24.4956,71.11,71,100,12.57,overcast clouds
131,Bow Island,CA,49.8668,-111.3684,50.18,26,100,0.0,overcast clouds
132,Caravelas,BR,-17.7125,-39.2481,84.25,66,0,11.36,clear sky
133,Evensk,RU,61.95,159.2333,21.58,79,100,14.27,overcast clouds
134,Murray Bridge,AU,-35.1167,139.2667,69.69,75,0,6.08,clear sky
135,Norman Wells,CA,65.282,-126.8329,-25.56,68,20,2.3,few clouds
136,Zharkent,KZ,44.1628,80.0,25.84,57,100,2.15,overcast clouds
137,Mar Del Plata,AR,-38.0023,-57.5575,86.02,88,0,21.0,light rain
138,Moissala,TD,8.3404,17.7663,77.2,18,15,5.55,few clouds
139,Mahebourg,MU,-20.4081,57.7,80.89,78,40,8.05,scattered clouds
140,Trincomalee,LK,8.5711,81.2335,79.38,81,24,7.25,few clouds
141,Flinders,AU,-34.5833,150.8552,73.2,86,100,5.99,overcast clouds
142,Luanda,AO,-8.8368,13.2343,82.4,74,40,6.91,scattered clouds
143,Gibsons,CA,49.3997,-123.5027,46.35,80,100,3.29,overcast clouds
144,Tandil,AR,-37.3217,-59.1332,77.77,52,96,11.88,overcast clouds
145,Nagua,DO,19.3832,-69.8474,88.11,62,20,4.61,few clouds
146,Hay River,CA,60.8156,-115.7999,-2.22,78,75,6.91,light snow
147,Maceio,BR,-9.6658,-35.7353,85.44,70,100,3.44,overcast clouds
148,Tekkali,IN,18.6167,84.2333,61.66,60,1,3.89,clear sky
149,Bredasdorp,ZA,-34.5322,20.0403,66.27,71,5,11.68,clear sky
150,Antalaha,MG,-14.9003,50.2788,75.16,86,13,7.09,few clouds
151,Konakovo,RU,56.7,36.7667,17.01,97,100,2.82,overcast clouds
152,Honningsvag,NO,70.9821,25.9704,20.73,73,92,11.99,light snow
153,Waipawa,NZ,-41.4122,175.5153,63.93,63,17,4.14,few clouds
154,Kanigiri,IN,15.4,79.5167,68.16,87,0,1.21,clear sky
155,Gamba,GA,-2.65,10.0,77.83,87,88,4.5,overcast clouds
156,Gaspar,BR,-26.9314,-48.9589,72.05,90,100,0.96,overcast clouds
157,Trinidad,BO,-14.8333,-64.9,87.78,62,75,9.22,broken clouds
158,Pokhara,NP,28.2333,83.9833,46.15,76,11,3.18,few clouds
159,Benghazi,LY,32.1167,20.0667,55.11,56,79,30.94,broken clouds
160,Kahului,US,20.8947,-156.47,78.06,62,20,0.0,few clouds
161,Exeter,GB,50.7236,-3.5275,50.11,87,0,1.01,clear sky
162,Muisne,EC,0.6,-80.0333,82.51,84,100,5.12,light rain
163,Saint-Philippe,RE,-21.3585,55.7679,78.39,84,56,9.51,broken clouds
164,Castro,BR,-24.7911,-50.0119,60.46,98,100,5.75,overcast clouds
165,Faanui,PF,-16.4833,-151.75,80.15,74,18,12.5,moderate rain
166,Narsaq,GL,60.9167,-46.05,17.82,94,100,2.21,overcast clouds
167,Port Hardy,CA,50.6996,-127.4199,46.76,87,100,18.41,light rain
168,Lazaro Cardenas,MX,17.9583,-102.2,83.77,57,0,8.52,clear sky
169,Roebourne,AU,-20.7833,117.1333,82.74,58,84,14.65,broken clouds
170,Ambilobe,MG,-13.2,49.05,74.08,95,52,2.01,light rain
171,San Quintin,MX,30.4833,-115.95,66.83,33,5,4.43,clear sky
172,Nshamba,TZ,-1.7983,31.5511,62.85,68,73,3.56,broken clouds
173,Mount Gambier,AU,-37.8333,140.7667,62.51,88,100,9.22,overcast clouds
174,Neuquen,AR,-38.9516,-68.0591,94.89,17,0,9.22,clear sky
175,Cherskiy,RU,68.75,161.3,-29.4,100,23,1.41,few clouds
176,Puerto Del Rosario,ES,28.5004,-13.8627,64.15,82,0,5.75,haze
177,Carnarvon,AU,-24.8667,113.6333,75.27,88,67,9.22,broken clouds
178,Alice Springs,AU,-23.7,133.8833,72.95,100,100,11.5,overcast clouds
179,Kupang,ID,-10.1667,123.5833,79.75,86,100,12.97,overcast clouds
180,Norsup,VU,-16.0667,167.3833,80.71,84,98,5.79,overcast clouds
181,Ola,RU,59.5833,151.2833,9.63,79,100,12.97,overcast clouds
182,Tuktoyaktuk,CA,69.4541,-133.0374,-9.4,77,75,16.11,light snow
183,Kavieng,PG,-2.5744,150.7967,81.25,77,100,7.58,moderate rain
184,Cape Town,ZA,-33.9258,18.4232,69.12,74,0,8.01,clear sky
185,Jos,NG,9.9167,8.9,62.58,23,100,8.12,overcast clouds
186,Itajuipe,BR,-14.6781,-39.375,75.99,90,100,2.51,moderate rain
187,Georgetown,MY,5.4112,100.3354,83.89,89,20,1.99,few clouds
188,Tuatapere,NZ,-46.1333,167.6833,61.83,93,100,4.09,overcast clouds
189,Puerto Escondido,MX,15.85,-97.0667,85.03,70,40,6.91,scattered clouds
190,Korsakov,RU,46.6328,142.7813,-0.17,92,88,9.1,overcast clouds
191,Emba,KZ,48.8264,58.1442,15.64,96,100,9.28,overcast clouds
192,Nabire,ID,-3.3667,135.4833,74.73,90,100,3.36,overcast clouds
193,Dhangadhi,NP,28.7079,80.5961,58.14,81,0,3.29,clear sky
194,Riyadh,SA,24.6877,46.7219,53.74,33,0,11.27,clear sky
195,Tiksi,RU,71.6872,128.8694,-8.52,99,53,4.25,broken clouds
196,Kirkwood,US,38.5834,-90.4068,40.78,41,20,5.01,few clouds
197,Burnie,AU,-41.0667,145.9167,60.94,96,78,8.88,broken clouds
198,Rio Gallegos,AR,-51.6226,-69.2181,59.05,47,75,21.85,broken clouds
199,Manggar,ID,-2.8833,108.2667,78.66,82,100,5.41,overcast clouds
200,Caernarfon,GB,53.1413,-4.2702,47.52,71,41,10.36,scattered clouds
201,Singaparna,ID,-7.3515,108.111,72.34,96,100,1.16,overcast clouds
202,Vila Velha,BR,-20.3297,-40.2925,85.95,75,20,14.0,few clouds
203,San Cristobal,VE,7.7669,-72.225,80.78,38,6,8.88,clear sky
204,Goderich,CA,43.7501,-81.7165,17.91,73,84,6.91,broken clouds
205,Mayo,US,38.8876,-76.5119,28.9,43,40,14.0,scattered clouds
206,Agadez,NE,19.75,10.25,60.24,17,56,8.86,broken clouds
207,Murgab,TM,37.4966,61.9714,39.07,75,100,4.61,overcast clouds
208,Vasteras,SE,59.6162,16.5528,42.98,93,100,9.22,light intensity drizzle
209,Kopavogur,IS,64.1123,-21.913,35.82,93,40,9.22,scattered clouds
210,Port Hedland,AU,-20.3167,118.5667,82.45,74,100,6.91,overcast clouds
211,Talnakh,RU,69.4865,88.3972,-0.65,97,100,9.46,light snow
212,Sabang,ID,5.8933,95.3214,82.11,71,21,9.93,few clouds
213,Dixon,US,38.4455,-121.8233,61.83,51,0,5.75,clear sky
214,Coahuayana,MX,18.7333,-103.6833,85.48,39,0,7.63,clear sky
215,Nikolskoye,RU,59.7035,30.7861,26.87,87,100,14.23,light snow
216,Dombarovskiy,RU,50.7587,59.5386,-1.77,99,100,5.46,overcast clouds
217,Akhtanizovskaya,RU,45.32,37.1,36.07,77,62,17.69,broken clouds
218,Kenai,US,60.5544,-151.2583,19.09,90,40,0.0,scattered clouds
219,Kailua,US,21.4022,-157.7394,78.75,68,40,12.66,scattered clouds
220,Odienne,CI,9.51,-7.5692,82.08,16,87,5.19,overcast clouds
221,Felanitx,ES,39.4696,3.1483,48.96,72,0,6.42,clear sky
222,Upernavik,GL,72.7868,-56.1549,1.89,93,100,5.35,overcast clouds
223,Baruun-Urt,MN,46.6806,113.2792,-8.21,89,16,2.44,few clouds
224,Ippy,CF,6.2679,21.2247,78.46,20,44,5.37,scattered clouds
225,Egvekinot,RU,66.3167,-179.1667,-4.54,65,13,2.68,few clouds
226,Saskylakh,RU,71.9167,114.0833,-21.53,98,100,3.49,overcast clouds
227,Victoria,HK,22.2855,114.1577,62.26,81,100,1.01,overcast clouds
228,Lorengau,PG,-2.0226,147.2712,80.15,81,98,7.65,overcast clouds
229,Luderitz,NA,-26.6481,15.1594,68.22,78,53,10.33,broken clouds
230,Buala,SB,-8.145,159.5921,80.35,83,100,7.38,light rain
231,Mankachar,IN,25.5333,89.8667,56.66,54,0,2.68,clear sky
232,Aksarka,RU,66.5606,67.7975,-17.37,100,100,6.35,overcast clouds
233,Qaqortoq,GL,60.7167,-46.0333,18.1,90,100,4.63,overcast clouds
234,Yaqui,MX,27.3667,-110.1667,73.96,22,0,4.68,clear sky
235,Kloulklubed,PW,7.0419,134.2556,81.43,77,68,6.06,broken clouds
236,Salinopolis,BR,-0.6136,-47.3561,75.45,91,100,5.97,overcast clouds
237,Warrington,GB,53.3925,-2.5802,47.86,77,75,8.99,broken clouds
238,Praya,CV,14.9215,-23.5087,70.34,64,75,17.27,broken clouds
239,Margate,GB,51.3813,1.3862,50.97,64,66,8.99,broken clouds
240,Ancud,CL,-41.8697,-73.8203,70.43,70,33,11.97,scattered clouds
241,Leningradskiy,RU,69.3833,178.4167,-9.15,89,41,5.06,scattered clouds
242,Karaman,TR,37.0833,33.25,19.09,85,100,3.49,overcast clouds
243,Saint Anthony,US,45.0205,-93.218,27.97,60,0,4.0,clear sky
244,Lagoa Da Prata,BR,-20.0225,-45.5436,76.84,76,99,5.93,overcast clouds
245,Prince Rupert,CA,54.3161,-130.3201,42.89,87,100,14.97,overcast clouds
246,Cabo San Lucas,MX,22.8909,-109.9124,80.62,59,0,5.01,clear sky
247,Coquimbo,CL,-29.9533,-71.3436,67.73,72,20,14.97,few clouds
248,Los Llanos De Aridane,ES,28.6585,-17.9182,62.35,78,12,1.99,few clouds
249,Swan River,CA,52.1058,-101.2676,8.49,78,89,5.75,overcast clouds
250,Shimoda,JP,34.6667,138.95,40.1,70,61,8.72,broken clouds
251,Bengkulu,ID,-3.8004,102.2655,76.19,90,100,3.89,overcast clouds
252,Chokurdakh,RU,70.6333,147.9167,-12.98,86,100,1.5,overcast clouds
253,Fortuna,US,40.5982,-124.1573,59.94,58,0,5.99,clear sky
254,La Roda,ES,39.2167,-2.15,47.91,30,0,7.23,clear sky
255,Half Moon Bay,US,37.4636,-122.4286,63.19,62,0,1.01,haze
256,Yeppoon,AU,-23.1333,150.7333,74.98,84,99,13.8,overcast clouds
257,Cairns,AU,-16.9167,145.7667,76.95,83,75,3.44,broken clouds
258,Pierre,US,44.3683,-100.351,50.92,32,0,1.99,clear sky
259,Merauke,ID,-8.4667,140.3333,80.6,77,100,8.84,overcast clouds
260,Komsomolskiy,UZ,40.4272,71.7189,36.32,93,75,0.0,mist
261,Bela Vista,BR,-22.1089,-56.5211,93.0,36,83,1.74,broken clouds
262,Orotukan,RU,62.2667,151.7,-6.74,99,100,3.27,light snow
263,Abashiri,JP,44.0213,144.2697,15.94,90,49,8.75,scattered clouds
264,Bundaberg,AU,-24.85,152.35,73.69,96,75,3.0,broken clouds
265,Zeya,RU,53.75,127.2667,-2.54,86,100,4.38,overcast clouds
266,Rio Grande,BR,-32.035,-52.0986,80.71,53,0,13.87,clear sky
267,Yerbogachen,RU,61.2767,108.0108,-24.39,100,80,3.29,broken clouds
268,Sitka,US,57.0531,-135.33,39.09,81,75,12.66,moderate rain
269,Vaitape,PF,-16.5167,-151.75,79.72,75,19,11.86,light rain
270,Cidreira,BR,-30.1811,-50.2056,74.66,56,84,12.41,broken clouds
